"fid";"name";"härad";"kommun";"län";"alternative_names";"comments";"type_swedish";"border_changes";"floraprovins";"type_english";"origin";"VUnique";"North";"NorthWGS84";"north_maxWGS84";"north_minWGS84";"east_minWGS84";"east_maxWGS84";"East";"eastWGS84";"eastRT90";"northRT90";"east_minCircle";"north_minCircle";"distCentroid";"distMinCircle";"EastMiniCircle";"NorthMinCircle"
"49";"Nås";"";"Vansbro";"Dalarnas län";"Yttre Gäldet";"

";"socken";"";"Dalarna";"parish";"medeltida
Yttre Gäldet innefattade, förutom Nås, även Järna, Floda och Äppelbo, vilka under 1600- och 1700-talen blev egna, självständiga socknar (Wikipedia). 
1798 Ur socknen utbröts 1798 Säfsnäs socken efter att ha varit kapellag från 1748 och innan dess benämnts Nås Södra Finnmark från att ännu tidigare ha varit Nås Södra Kronoallmänning och Nås Södra Allmänning (Wikipedia).";"Nås--Dalarna";"6691948";"60.3629910463018";"60.5721791827291";"60.2339396321286";"14.1435887527165";"14.6339270414437";"469786";"14.4524817051789";"1425344";"6694638";"464384";"6696476";"23762";"21334";"14.3819194537213";"60.3570661081685"
"50";"Norrbärke";"";"Smedjebacken";"Dalarnas län";"Smedjebacken";"Smedjebackens köping räknas här av praktiska själ som en del av Norrbärke socken.";"socken";"1918 - Smedjebackens köping bröts ut ur Norrbärke socken (Wikipedia)
1941 - överfördes ett mycket litet område från Norrbärke socken till Ljusnarsbergs socken i Örebro län samt ett annat, ej fullt så litet område från Ljusnarsbergs socken till Norrbärke socken (Wikipedia).
1941 - Enligt kungligt beslut d. 8 dec. 1939 har gränsen mellan Norrbärke socken i Kopparbergs län och Ljusnarsbergs socken i Örebro län fastställts, varvid ett område med en areal av 0,01 km2, allt land från 1941 års ingång i allo överflyttats från Norrbärke till Ljusnamsbergs socken och ett annat område med en areal av 5,72 km2, varav 5,10 km2 land, från samma tidpunkt i allo överflyttats från Ljusnarsbergs till Norrbärke socken (Folkräkningen 1940).
1967 -  Norrbärke landskommun uppgick i Smedjebackens köping  (Wikipedia)";"Dalarna";"parish";"medeltida";"Norrbärke--Dalarna";"6667330";"60.1426075563253";"60.2868173941588";"59.9761223444761";"15.1254584582803";"15.6001806050786";"519678";"15.354543181677";"1474953";"6669401";"519145";"6665830";"19807";"18216";"15.3628195316794";"60.1200679831397"
"51";"Mora";"";"Mora";"Dalarnas län";"Morastrand";"Morastrand räknas här som en del av Mora socken.
Åboarne i Ulvsjö by och nybyggena Prästslåttåsen och Skuråsen, vilka i alla tillhöra Mora socken i Kopparbergs län, kyrkoskrivas i Lillhärdals församling, i övrigt tillhörande Jämtlands län. Förslag att förlägga byn och nybyggena till Jämtlands län blev av K. Maj:t 10 feb. 1888 ej bifallet (Folkräkningen 1910).

";"socken";"1908 - Morastrands köping bröts ut ur Mora socken (enligt beslut den 7 mars 1902 och 30 augusti 1907)
1917 - Ulvsjö från en del av Lillhärdals sockens del i Kopparbergs län införlivades i Mora socken (Wikipedia).
1936 - Enligt kungligt beslut d. 22 mars 1935 ha de till Nusnäs by hörande delarna av urfjällsägan Bjönsbodarna med en areal av 0,18 km2, allt land, från 1936 års ingång i allo överflyttats från Mora socken till Rättviks socken (Folkräkningen 1940)
1936 - Enligt kungligt beslut d. 15 mars 1935 ha vissa områden med en areal av 1,49 km2, varav 0,50 km2 land, från 1936 års ingång i kommunalt hänseende och i avseende på fastighetsredovisningen överflyttats från Mora socken till Morastrands köping (Folkräkningen 1940).
1948 - Enligt kungligt beslut den 28 mars 1947 har från 1948 års ingång i kommunalt hänseende och i avseende på fastighetsredovisningen överflyttats från Mora kommun och socken till Morastrands köping vissa områden omfattande 8,10 km2, varav 6,70 km2 land (Folkräkningen 1950)
1958 - Överflyttades från Mora kommun till Morastrands köping inom Mora församling ett område (Hemuls-By) med en areal av 0,11 km2, varav 0,08 km2 land (Folkräkningen 1960)
1959 - Morastrands köping slogs samman med Mora kommun (Folkräkningen 1960)
1971 - införlivades Solleröns kommun och församling, Venjans kommun och församing samt Våmhus kommun och församling med Mora kommun (Folkräkningen 1970). 

";"Dalarna";"parish";"medeltida
1607 utbröts Venjans församling, 1636 Våmhus församling och före 1775 Solleröns församling (Wikipedia).";"Mora--Dalarna";"6770440";"61.0683311114784";"61.6214074917141";"60.8391386397372";"13.9460966134821";"15.0415670589935";"465446";"14.3588667028104";"1421966";"6773214";"466662";"6789438";"65047";"47812";"14.4617888945175";"61.250582392586"
"52";"Malung";"";"Malung";"Dalarnas län";"Tyngsjö";"Mellan 1815 och 1922 fanns Tyngsjö församling som ett kapellag (Wikipedia). Tyngsö räknas här som en del av Malung socken.";"socken";"1971 - införlivades Lima kommun och församling samt Transtrands kommun och församling med Malungs kommun (Folkräkningen 1970). ";"Dalarna";"parish";"medeltida";"Malung--Dalarna";"6719916";"60.6091746948723";"60.8673390455218";"60.1751946566566";"13.1594872296261";"14.0204726849913";"427772";"13.6802443532575";"1383656";"6723132";"429527";"6709628";"50759";"40430";"13.6037473309738";"60.5003733681618"
"53";"Malingsbo";"";"Smedjebacken";"Dalarnas län";"";"";"socken";"1963 - överflyttades från Söderbärke kommun och Malingsbo församling till Ramsbergs kommun och församling i Örebro län ett område med en areal av 2,01 km2 (Folkräkningen 1965)
1952 - Malingsbo landskommun uppgick i Söderbärke landskommun (Wikipedia)
 ";"Dalarna";"parish";"Malingsbo socken bildades 1708 genom en utbrytning ur Söderbärke socken (Wikipedia).";"Malingsbo--Dalarna";"6644519";"59.9375663333976";"60.0009113242031";"59.8541520718669";"15.2284217714503";"15.5329847939546";"521549";"15.38557188991";"1476546";"6646560";"520846";"6644139";"9774";"9328";"15.3807032827024";"59.9671257787252"
"55";"Lima";"";"Malung";"Dalarnas län";"";"Transtrands socken är utbruten ur denna socken, på 1500-talet som ett kapellag (Wikipedia).";"socken";"";"Dalarna";"parish";"medeltida
Transtrands socken är utbruten ur denna socken, på 1500-talet som ett kapellag (Wikipedia)";"Lima--Dalarna";"6760952";"60.9706042044196";"61.2159119793144";"60.7551393459136";"12.6702153312054";"13.612845680519";"398562";"13.125110814576";"1354936";"6764545";"401440";"6766224";"31835";"29356";"13.1405449007042";"60.9585491439765"
"56";"Leksand";"";"Leksand";"Dalarnas län";"Djura";"Siljansnäs räknas här som en egen socken. Djura räknas inte som en socken. 
";"socken";"1875 - utbröts Siljansnäs församling och Siljansnäs landskommun (Wikipedia).
1888 - Siljansnäs blev en egen jordebokssocken (Wikiepdia).
1923 - Djura blev annexförsamling (Wikipedia).
1935 - Enligt kungligt beslut d. 29 mars 1934 ha vissa områden av Laknäs, Östanhols och Kullsbjörkens byars skifteslag med en areal av 0,15 km2, allt 
land, från 1935 års ingång i allo överflyttats från Leksands socken och den däri ingående Leksands församling till Rättviks socken (Folkräkningen 1940)
1939 - Enligt kungligt beslut d. 4 febr. 1938 ha vissa fäbodlotter med en areal av 0,83 km2, varav 0,81 km2 land, från 1939 års ingång i allo överflyttats från Leksands socken och den däri ingående Leksands församling till Bjursås socken (Folkräkningen 1940)
1958 - Överflyttades från Siljansnäs kommun och församling till Leksands kommun och församling ett obebott område med en areal av 6,10 km2, varav 6,03 km2 land. Samtidigt överflyttades i motsatt riktning ett obebott område med en areal av 11,60 km2, varav 11,04 km2 land (Folkräkningen 1960).";"Dalarna";"parish";"medeltida
Omkring 1640 utbröts Djura församling som var kapellag under Leksand fram till den 9 augusti 1923 då Djura blev annexförsamling (Wikipedia).";"Leksand--Dalarna";"6730684";"60.7117213645048";"60.9430756531392";"60.5418580515467";"14.3634180018465";"15.6602525440324";"497608";"14.9572844212932";"1453651";"6733046";"501141";"6735692";"41700";"36606";"15.0118352729394";"60.7757922306014"
"57";"Vaxholm";"";"Vaxholm";"Stockholms län";"Waxholm";"";"stad";"1860 - Rindön 2, Skarpön 1, Ramsön 2, Tynningön 2 skildes 1869 från Värmdö och lades till Vaxholms pastorat genom kungligt brev 25/5 1860 (Lagerstedt, 1973).
1913 - Rindö 2 inkorporerades i Vaxholm genom kungligt brev 15/11 1912 (Lagerstedt, 1973).
1950 - Skarpön 1, Ramsön 2, Tynningön 2 och Långholmen omffatande en areal på 8,59 km2 överfördes till Vaxholms stad genom kungligt brev 10/12 1948 (Lagerstedt, 1973 och Folkräkningen).
1952 - Smärre områden på Myrholmen och den söder om Vaxön belägna Pålsundsklippan omfattande 0,01 km2  av Östra Ryds socken inkorporeades i staden genom kungligt brev 16/3 1951 (Lagerstedt, 1973 och Folkräkningen)";"Uppland";"town/borough";"På 1500 talet anlagdes Vaxholm I Östra Ryds socken och fick stadsprivilegier 1652. (Lagerstedt 1973)";"Vaxholm--Uppland";"6589532";"59.4006056955956";"59.4127526771455";"59.386312182996";"18.2939482870968";"18.4481778464912";"691816";"18.3789535691989";"1646186";"6589490";"691368";"6589521";"4888";"4444";"18.371063066794";"59.4006911324769"
"58";"Vallentuna";"Vallentuna";"Vallentuna";"Stockholms län";"Wallentuna";"";"socken";"1919 - Lövsätra 2 hörde enligt jordeboken till Täby. Lövsätra, vars ena mtl senare blev säteri, flyttades helt till Vallentuna socken genom kungligt brev 28/3 1919 (Lagerstedt, 1973).";"Uppland";"parish";"medeltida";"Vallentuna--Uppland";"6604197";"59.5400019285871";"59.5785489031826";"59.4858000008229";"17.9678306756265";"18.1672378421532";"673640";"18.0712446375027";"1628185";"6604377";"673315";"6602570";"7406";"6450";"18.0675342588899";"59.5239915118443"
"59";"Vada";"Vallentuna";"Vallentuna";"Stockholms län";"Wada";"";"socken";"1952 - Vada landskommun uppgick i Össeby landskommun (Wikipedia)";"Uppland";"parish";"medeltida";"Vada--Uppland";"6609423";"59.5839801156064";"59.6183000081615";"59.550317869357";"18.13803478945";"18.2634493510453";"680455";"18.1960475497651";"1635065";"6609522";"681077";"6609276";"4677";"4331";"18.2007420702477";"59.5861376057474"
"60";"Utö";"Sotholm";"Haninge";"Stockholms län";"";"";"socken";"1889 - Byarna Byle, Ede, Storbyn, Söderby, Trema och Underskog Överfördes från Österhaninge socken och byarna Nåttarö, Rånö och Ålö från Ösmo socken (Wikipedia).
1889 - Utö socken blev en egen jordebokssocken (Wikipedia)
1952 - Utö landskommun uppgick i Dalarö landskommun (Wikipedia)";"Södermanland";"parish";"Utö socken bildades genom utbrytning ur Österhaninge församling (eventuellt ur Ornö församling) och hade en egen kaplan senast från 1726 och blev egen jordebokssocken 1889.";"Utö--Södermanland";"6532985";"58.8966355355305";"59.0274821314486";"58.7689771570134";"17.9933306361185";"18.4152988090569";"684997";"18.2114027091266";"1638682";"6533017";"684337";"6533133";"15334";"15271";"18.2022316825112";"58.8937898332914"
"62";"Farstorp";"Västra Göinge";"Hässleholm";"Skåne län";"";"";"socken";"";"Skåne";"parish";"medeltida";"Farstorp--Skåne";"6238528";"56.2858339350355";"56.3321557295197";"56.2316706038812";"13.7100428027904";"13.9085099577061";"426332";"13.810001904804";"1376439";"6241547";"426279";"6238286";"7219";"7055";"13.8092763802482";"56.283600976955"
"64";"Everöd";"Gärd";"Kristianstad";"Skåne län";"Efveröd";"";"socken";"";"Skåne";"parish";"medeltida";"Everöd--Skåne";"6194747";"55.8949533976001";"55.9157907315295";"55.870990690428";"14.0147546684811";"14.188420446256";"444328";"14.109759910329";"1393932";"6197536";"443803";"6193813";"6378";"5602";"14.1015875573686";"55.8864760790708"
"65";"Norrfjärden";"";"Piteå";"Norrbottens län";"";"";"socken";"1915 - Norrfjärdens församling bildades genom en utbrytning ur Piteå landsförsamling (Wikipedia).
1933 - Enligt kungligt beslut d. 18 mars 1932 har holmarna Lilla Björn och Olsvensakallen med en areal av 0,04 km2, allt land, från 1933 års ingång i allt överflyttats från Piteå socken till Norrfjärdens socken (Folkräkningen 1940).
1967 - Norrfjärdens kommun och församling uppgick i Piteå stad (Folkräkningen 1970)";"Norrbotten";"parish";"Norrfjärdens församling bildades 1915 genom en utbrytning ur Piteå landsförsamling. Norrfjärdens landskommun bildades 1916 genom en utbrytning ur Piteå landskommun (Wikipedia).";"Norrfjärden--Norrbotten";"7271172";"65.4165928910955";"65.6583501533223";"65.1466416679758";"21.1442023103362";"22.320081752184";"808668";"21.6563764995972";"1771559";"7269737";"812778";"7266943";"43110";"37279";"21.7321420312601";"65.3734645953958"
"66";"Emmislöv";"Östra Göinge";"Östra Göinge";"Skåne län";"Emislöv, Emitslöv, Emmitslöf, Emitslöf";"";"socken";"";"Skåne";"parish";"medeltida";"Emmislöv--Skåne";"6233526";"56.2435279550795";"56.278348246276";"56.2120789581951";"14.0742000524632";"14.20130482138";"445910";"14.1272383260657";"1395968";"6236314";"446674";"6233425";"5570";"5018";"14.1387885460122";"56.2433355102426"
"67";"Nedertorneå";"";"Haparanda";"Norrbottens län";"Torneå, Haparanda";"Haparanda stad räknas här som en delar av Nedertorneå socken. Torneå stad ligger i dagens Finland.";"socken";"1809 - reglerades gränsen mellan Sverige och Finland att gå vid Torne älv och socknen delades upp i två delar, en västlig del i Sverige och en östlig del i Finland (Wikipedia).
1960 - Malören med en areal av 0,21 km2, allt land överflyttades från Nedertorneå kommun och kbfd. till Nederkalix kommun och församling  (Folkräkningen 1960).
1967 - införlivades Karl Gustavs kommun och församling samt Nedertorneå kommun omfattande Nedertorneå och Seskarö kbfd med Haparanda stad (Folkräkningen 1970).";"Norrbotten";"parish";"Medeltida
Socknen bildades omkring 1340 som en utbrytning ur Luleå socken under namnet Torneå socken och omfattade då ett område på båda sidor Torne älv där den östra delen ligger i dagens Finland. 20 augusti 1482 utbröts det som omkring 1620 fick namnet Övertorneå socken samtidigt som denna socken fick nuvarande namn. 1621 fick socknens huvudort Torneå stadsprivilegier och området med en stadsförsamling bröts ut ur den delen som idag ligger i Finland. 1745 utbröts Karungi socken, från 1783 benämnd Karl Gustavs socken (Wikipedia).";"Nedertorneå--Norrbotten";"7318866";"65.7337293592149";"66.0639621549528";"65.4796384510088";"23.4729021988772";"24.1776292132981";"905526";"23.8660092092384";"1869032";"7316187";"903908";"7322984";"37193";"33075";"23.8044990174679";"65.7431283417724"
"68";"Eljaröd";"Albo";"Tomelilla";"Skåne län";"";"";"socken";"";"Skåne";"parish";"medeltida";"Eljaröd--Skåne";"6172817";"55.6973318892062";"55.7283108701328";"55.6680360806567";"13.9767790238681";"14.0805669076902";"439289";"14.0340817341801";"1388635";"6175655";"439338";"6172745";"3747";"3660";"14.0286426432367";"55.693532419154"
"69";"Nederluleå";"";"Luleå";"Norrbottens län";"Neder-Luleå, Luleå";"Här räknas Luleå stad som en del av Nederluleå socken eftersom staden är liten och är helt omslutet av Nederluleå socken.
Stor-Furuön/Furuön räknas här som en del av Nederluleå socken även om den ligger i Råneå socken på Lantmäteriets sockenkarta och gamla Ekonomiska kartan, ön ligger i Råneå socken på gammla Generalstabskartan.
Lägenheten Hermansängen, tillhöradne Luleå stads donationsjord, och i allt räknad till staden, är belägen inom Nederluelå socken. Förslag att överföra lägenheten till Nerderluleå anslogs av K. Maj:t 18 maj 1894 (Fokräkningen 1920)";"socken";"1831 - Överluleå socken utbröts (Wikipedia).
1933 - Genom kungligt brev 31 mars 1932 har vissa områden av Nederluleå socken, däribland Svartöstaden municipalsamhälle och den s. k. Skurholmsstaden, med 1933 års ingång är i allt införlivats med Luleå stad, Samtidigt har en del av staden tillhörande skiften i allt överförts till Nederluleå socken (Folkräkningen 1930).
1959 överflyttades från Nederluleå kommun och församling till Luleå stad och församling ett område med en areal av 26,22 km2, varav 25,95 km2 land, samt ett område i motsatt riktning med en areal av 6,57 km2, allt land (Folkräkningen)
1969 - införlivades Nederluleå kommun och församling samt Råneå kommun och församling med Luleå stad (Folkräkninge 1970). ";"Norrbotten";"parish";"Medeltida
Råneå socken utbröts den 25 mars 1642, och efter utbrytningen av Överluleå socken 1831 ändrades namnet ""Luleå socken"" först till ""Neder-Luleå socken"" och efter 1909 till ""Nederluleå socken"" (Wikipedia).  ";"Nederluleå--Norrbotten";"7286766";"65.5319578426017";"65.8731664807712";"65.1466416679758";"21.3357048997273";"22.8668191298485";"832417";"22.2040420735125";"1795510";"7285027";"829497";"7283717";"43305";"41190";"22.1012620147879";"65.5978898617161"
"70";"Djurröd";"Gärd";"Kristianstad";"Skåne län";"Görröd, Görryd";"";"socken";"";"Skåne";"parish";"medeltida";"Djurröd--Skåne";"6206868";"56.0020763588147";"56.0420674296144";"55.9575653714053";"13.8376721088265";"13.9448605451424";"430615";"13.8874136463313";"1380354";"6209823";"431732";"6206613";"5309";"4859";"13.8935052305061";"56.0134677457889"
"71";"Degeberga";"Gärd";"Kristianstad";"Skåne län";"";"";"socken";"";"Skåne";"parish";"medeltida";"Degeberga--Skåne";"6186582";"55.8212618294202";"55.8590734144888";"55.787009867082";"13.9821061976875";"14.1283163220809";"441453";"14.0655493064622";"1390960";"6189400";"441128";"6186415";"5454";"5097";"14.0553402574883";"55.8038831288633"
"72";"Nederkalix";"";"Kalix";"Norrbottens län";"Kalix, Neder Calix";"1637 bildades Överkalix socken och 1644 ändrades namnet från Kalix socken till Nederkalix (Wikipedia). ";"socken";"1909 - Töre församling utbröts (Wikipedia)
1924 - Töre landskommun utbröts (Wikipedia).
1960 - överfördes ön Malören (areal 0,21 km², varav allt land) till socknen från Nedertorneå socken (Wikipedia).
";"Norrbotten";"parish";"1637 bildades Överkalix socken och 1644 ändrades namnet från Kalix socken till Nederkalix (Wikipedia). ";"Nederkalix--Norrbotten";"7321916";"65.7954188817868";"66.1674813957579";"65.4584966475094";"22.8013813814552";"23.727406802471";"877576";"23.2706179579446";"1841122";"7319598";"880964";"7325693";"43785";"42088";"23.3136255184481";"65.7825096445422"
"73";"Båstad";"Bjäre";"Båstad";"Skåne län";"";"Båstad köping räknas här som en del av Båstads socken.";"socken";"";"Skåne";"parish";"Området utbröts på 1400-talet ur (Västra) Karups socken som stad som 1600-talet inte längre hade stadsstatus och området blev en socken. Socknen blev 1858 en form av köping med oklar status (Wikipedia).";"Båstad--Skåne";"6255695";"56.4270285838727";"56.4462547288091";"56.4041711044885";"12.8091554506479";"12.8730858484264";"366967";"12.842928330866";"1317247";"6259418";"366430";"6255477";"2792";"2391";"12.8410749347989";"56.4196515921765"
