"id";"district";"alt_names";"comments";"province";"typeEng";"TYPenATIVE";"Latitude";"Longitude";"precision";"xmax";"xmin";"ymax";"ymin"
"16560";"Enviken";"Tängerfjärdingen";"Tängerfjärdingen (motsvarade nästan nuvarande Envikens socken) bröts ut som oegentlig kapellförsamling 1671 (när kyrkan i Envikens by blir sanktionerad) ur Svärdsjö socken (Wikipedia). Enligt beslut den 26 oktober 1888 blev Enviken egen jordebokssocken, utbryten ur Svärdsjö (Wikipedia).";"Dalarna";"parish";"socken";"60,91529";"15,76352";"16772";"15,94623";"15,5801";"61,05446";"60,77857"
"25111";"Fagersta";\N;"Större delen av staden ligger i Västmanland Ulvsbo och Saxbo området av staden ligger i Dalarna. ";"Dalarna";"town/borough";"stad";"59,96533";"15,8054";"9605";"15,93517";"15,6775";"60,04743";"59,88102"
"16561";"Falun";"Falu, Fahlun";"Den 30 oktober 1641 fick Falun stadsprivilegier (Wikipedia). Utbröts från Stora Kopparbergs socken,";"Dalarna";"town/borough";"stad";"60,61135";"15,62793";"3419";"15,67489";"15,57608";"60,63692";"60,59008"
"16562";"Floda";\N;\N;"Dalarna";"parish";"socken";"60,44355";"14,72942";"19487";"14,89574";"14,53666";"60,57185";"60,27492"
"16563";"Folkärna";"Krylbo";"Härad: Folkare. Köpingen bildades den 1 januari 1919 genom en utbrytning av Krylbo municipalsamhälle ur Folkärna landskommun. Här räknas Krylbo som en del av Folkärna socken.";"Dalarna";"parish";"socken";"60,16062";"16,30531";"13533";"16,46933";"16,1418";"60,28124";"60,06817"
"16564";"Gagnef";"Mockfjärd";"På 1620-talet utbröts Mockfjärds församling som var kapellag under Gagnef till och med den 1 januari 1934, då den blev annexförsamling (Wikipedia). Vi räknar inte Mockfjärd som en egen socken";"Dalarna";"parish";"socken";"60,50785";"15,0546";"20227";"15,30232";"14,81496";"60,63655";"60,36138"
"16565";"Garpenberg";\N;"Garpenbergs socken bildades 1607 efter att en församling senast 1579 bildats genom utbrytning ur Hedemora församling (Wikipedia)";"Dalarna";"parish";"socken";"60,31022";"16,20838";"10397";"16,33417";"16,0699";"60,40043";"60,22813"
"16566";"Grangärde";"Gränge";"1 januari 1950 (enligt beslut den 18 mars 1949) överfördes områdena norr om Södra och Norra Hörken, omfattande 33,50 km² (ligger i Västmanland) (enligt den 31 december 1949) från Ljusnarsbergs socken till Grangärde socken (Wikipedia). En liten bit av socknen ligger i Västmanland";"Dalarna";"parish";"socken";"60,22079";"14,89474";"27095";"15,2367";"14,62431";"60,42019";"59,99716"
"16567";"Grytnäs";\N;"Härad: Folkare";"Dalarna";"parish";"socken";"60,19043";"16,14466";"9345";"16,2618";"16,01691";"60,25198";"60,12145"
"16568";"Gustafs";\N;"Gustafs socken bildades den 8 maj 1775 genom en utbrytning ur Stora Tuna socken (Wikipedia)";"Dalarna";"parish";"socken";"60,40056";"15,63274";"19304";"15,72743";"15,53448";"60,45314";"60,34691"
"16569";"Hedemora";\N;"fick stadsrättigheter 1446 (Wikipedia). 1579 utbröts Garpenbergs församling, senare socken ur Hedemora socken (Wikipedia). Här räknas Hedemora stad som en del av Hedemora socken.";"Dalarna";"parish";"socken";"60,26241";"15,92075";"15385";"16,1497";"15,65877";"60,37272";"60,16636"
"16570";"Husby";"Stjärnsund, Stjernsund";" 1 maj 1909 utbröts Stjärnsunds församling som sedan återgick 1940 (Wikipedia).";"Dalarna";"parish";"socken";"60,44706";"16,12545";"18199";"16,39245";"15,91815";"60,60968";"60,33054"
"16571";"Idre";\N;"1942 överfördes den del av Tännäs lappförsamling som låg i Kopparbergs län till Idre. 1957 överfördes Storfjäten från Lillhärdals socken i Härjedalen till Idre (Wikipedia).";"Dalarna";"parish";"socken";"61,97003";"12,61936";"40656";"13,39364";"12,13763";"62,2675";"61,68484"
"16572";"Järna";"Jerna";\N;"Dalarna";"parish";"socken";"60,52201";"14,24218";"31643";"14,5373";"13,99187";"60,69249";"60,24203"
"16573";"Leksand";"Djura";"Omkring 1640 utbröts Djura församling som var kapellag under Leksand fram till den 9 augusti 1923 då Djura blev annexförsamling (Wikipedia). 1875 utbröts Siljansnäs församling och Siljansnäs landskommun (Wikipedia). iljansnäs blev en egen jordebokssocken 1888(Wikiepdia). Siljansnäs räknas här som en egen socken. Djura räknas inte som en socken. ";"Dalarna";"parish";"socken";"60,71296";"14,93161";"41349";"15,6367";"14,3641";"60,90656";"60,54153"
"16574";"Lima";\N;"Transtrands socken är utbruten ur denna socken, på 1500-talet som ett kapellag (Wikipedia).";"Dalarna";"parish";"socken";"60,97044";"13,12568";"31845";"13,61234";"12,67008";"61,21594";"60,75511"
"16575";"Los";"Loos";"Los församling bildades 1748 som bruksförsamling utbruten ur Färila församling och var från 1820 kapellförsamling (Wikipedia). 30 oktober 1845 utökades församlingens område och den bildade ett eget pastorat. Till församlingen (men ej jordebokssocknen) tillfördes delar från Ytterhogdals socken (hemmanen och lägenheterna Össjön, Rullbo, Stenåsen, Hiviåsen och Riberget) och Ovanåkers socken (hemmanen och lägenheterna Qvarnberg, Grästjern, Lekstrand, Hässjaberg, Nyby, Samuelsfallet, Mansjöhed och Mansjön) socknar i Gävleborgs län. Samtidigt tillfördes Hamra församling som kapellag från Orsa socken i Kopparbergs län. Den 13 december 1855 överfördes Fågelsjö by från Mora socken i Kopparbergs län, som dock sedan 1841 i kyrkligt hänseende hört till Svegs församling, till Los församling. Dessa områden hörde dock endast i kyrkligt hänseende till Los socken (Wikipedia). Stora delar av Los socken ligger i Hälsingland.";"Dalarna";"parish";"socken";"61,68413";"14,78283";"28744";"15,46812";"14,44664";"61,90736";"61,48412"
"16576";"Ludvika";\N;"Området som blev Ludvika socken hörde historiskt till Grangärde socken, men utgjorde ett eget kapellag från cirka 1652 (Wikipedia). i fastighetsindelningen fortsatte området att höra till Grangärde socken till 1883, då det blev en egen jordebokssocken (Wikipedia). Ur Ludvika landskommun utbröts 1915 Ludvika köping, senare Ludvika stad (Wikipedia). Ludvika stad/köping räknas här som en del av Ludvika socken.";"Dalarna";"parish";"socken";"60,15206";"15,1395";"16023";"15,24399";"15,01614";"60,27358";"60,00852"
"16577";"Malingsbo";\N;"Malingsbo socken bildades 1708 genom en utbrytning ur Söderbärke socken (Wikipedia).";"Dalarna";"parish";"socken";"59,93826";"15,38667";"9797";"15,53298";"15,22843";"60,00092";"59,85415"
"16578";"Malung";"Tyngsjö";"Mellan 1815 och 1922 fanns Tyngsjö församling som ett kapellag (Wikipedia). Tyngsö räknas här som en del av Malung socken.";"Dalarna";"parish";"socken";"60,60839";"13,68084";"50761";"14,0209";"13,16027";"60,86737";"60,17492"
"16579";"Mora";"Morastrand";"1607 utbröts Venjans församling, 1636 Våmhus församling och före 1775 Solleröns församling. 1 maj 1917 införlivades Ulvsjö från en del av Lillhärdals sockens del i Kopparbergs län (Wikipedia). Den 6 oktober 1893 inrättades Morastrands municipalsamhälle inom Mora landskommun. Detta bröts sedan ut 1 januari 1908 (enligt beslut den 7 mars 1902 och 30 augusti 1907) och bildade Morastrands köping. Morastrand räknas här som en del av Mora socken.
";"Dalarna";"parish";"socken";"60,98731";"14,38601";"73991";"15,04204";"13,94566";"61,14399";"60,83889"
"16580";"Norrbärke";\N;"1941 överfördes ett mycket litet område från Norrbärke socken till Ljusnarsbergs socken i Örebro län samt ett annat, ej fullt så litet område från Ljusnarsbergs socken till Norrbärke socken (Wikipedia).";"Dalarna";"parish";"socken";"60,14247";"15,35437";"19817";"15,60149";"15,12533";"60,28562";"59,97569"
"16581";"Nås";"Yttre Gäldet";"Yttre Gäldet innefattade, förutom Nås, även Järna, Floda och Äppelbo, vilka under 1600- och 1700-talen blev egna, självständiga socknar (Wikipedia). Ur socknen utbröts 1798 Säfsnäs socken efter att ha varit kapellag från 1748 och innan dess benämnts Nås Södra Finnmark från att ännu tidigare ha varit Nås Södra Kronoallmänning och Nås Södra Allmänning (Wikipedia).";"Dalarna";"parish";"socken";"60,36282";"14,45247";"23774";"14,63839";"14,14326";"60,57185";"60,23289"
"16582";"Ore";"Ohre";"1934 överfördes en del av Finsthögst till Voxna socken i Gävleborgs län (Wikipedia).";"Dalarna";"parish";"socken";"61,27247";"15,26386";"36510";"15,65747";"15,01547";"61,59619";"61,05901"
"16583";"Orsa";\N;"1 november 1846 överfördes en större del som senare blev Hamra församling till Los socken i Gävleborgs län (Wikipedia).";"Dalarna";"parish";"socken";"61,31766";"14,7168";"34069";"15,09117";"14,3046";"61,59495";"61,05021"
"25109";"Rämmen";\N;"Socknen bildades 1777 genom en utbrytning ur Gåsborns socken. I steg mellan 18 juli 1805 till 20 december 1878 överfördes hit områden norr om Liljendal från Äppelbo socken i Dalarna (Wikipedia). Södra delen av socknen ligger i Värmland.";"Dalarna";"parish";"socken";"60,1003";"14,11254";"19798";"14,25497";"13,95107";"60,25152";"59,92736"
"16584";"Rättvik";"Bingsjö-Dådran, Bingsjö, Dådran";"1618 utbröts Boda församling. Bingsjö-Dådrans församling var från 1918 en egen församling efter att ha tidigare varit två kapellag under Rättvik, Bingsjö från 1781 och Dådran från 1839 (Wikipedia). Bingsjö och Dådran räknas här som en del av Rättviks socken";"Dalarna";"parish";"socken";"60,97318";"15,32518";"32414";"15,76307";"14,87114";"61,21643";"60,8121"
"16585";"Siljansnäs";\N;"1875 bröts Siljansnäs ut ur Leksands socken. Blev en egen jordebokssocken 1888 (Wikipedia).";"Dalarna";"parish";"socken";"60,77534";"14,80301";"22134";"14,9493";"14,42986";"60,86631";"60,66916"
"16586";"Silvberg";"Silfberg";"År 1627 uppgick socknen åter i Stora Tuna som kapellförsamling, något som varade fram till 1868. I jordeboken låg Silvberg under Stora Tuna socken ända fram till beslutet den 26 oktober 1888, då Silvberg utbröts för att bli en separat jordebokssocken. (Wikipedia)";"Dalarna";"parish";"socken";"60,34059";"15,50544";"14840";"15,64625";"15,20871";"60,38553";"60,22711"
"16587";"Sollerön";"Sofia Magdalena, Sollerö";"Solleröns församling bildades före 1775 genom en utbrytning ur Mora församling. Mellan 8 mars 1775 och 26 oktober 1888 var socknens namn Sofia Magdalena socken. Socknen blev egen jordebokssocken i anslutning till namnbytet den 26 oktober 1888 (Wikipedia).";"Dalarna";"parish";"socken";"60,81136";"14,45521";"22414";"14,77672";"14,14659";"60,95524";"60,67841"
"16588";"Stora Kopparberg";"Kopparberg";"Socknen bildades 1554 genom en utbrytning ur Torsångs socken under namnet Kopparbergs socken som den 1 januari 1939 namnändrades till det nuvarande (Wikipedia). Ur socknen utbröts 1640 Aspeboda socken. 1642 bildades Falu stad som en utbrytning och Kristine församling utbröts 1665 som stadsförsamling (Wikipedia)";"Dalarna";"parish";"socken";"60,65301";"15,57925";"15236";"15,779";"15,37486";"60,73842";"60,53948"
"16589";"Stora Skedvi";"Skedvi, Stora  Schedvi, Stora Schedwie";"Stora Skedvi socken har medeltida ursprung under namnet Skedvi socken. Namnet ändrades till det nuvarande i mitten av 1700-talet (Wikipedia)";"Dalarna";"parish";"socken";"60,46417";"15,88724";"21268";"16,13595";"15,70079";"60,60968";"60,35264"
"16590";"Stora Tuna";"Tuna,  Amsberg";"Socknen har medeltida ursprung under namnet Tuna socken som namnändrades till det nuvarande senast vid mitten av 1700-talet (Wikipedia). Ur socknen överfördes 1604 Aspeboda församling till Kopparbergs församling. I slutet av 1400-talet utbröts Silvbergs socken, 1776 Gustafs socken, 1636 Dalsby fjärdings socken (Säter). 1647 utbröts Amsbergs församling som 1929 införlivades åter (Wikipedia). Amsberg räknas här som en del av Stora Tuna socken.";"Dalarna";"parish";"socken";"60,44038";"15,32129";"22191";"15,56398";"15,09519";"60,63921";"60,29938"
"16591";"Sundborn";\N;"Kyrksocknen bildades 1620 genom en utbrytning ur Svärdsjö socken. Egen jordebokssocken från 1638 (Wikipedia).";"Dalarna";"parish";"socken";"60,65035";"15,95785";"18447";"16,29323";"15,67925";"60,72796";"60,60624"
"16592";"Svartnäs";\N;"Svartnäs socken bildades 1924 genom en utbrytning ur Svärdsjö socken (Wikipedia).";"Dalarna";"parish";"socken";"60,93489";"16,08629";"13507";"16,25219";"15,92265";"61,00575";"60,83086"
"16593";"Svärdsjö";\N;"Ur socknen utbröts 1620 Sundborns socken och 1671 Envikens socken. På 1700-talet bildades Svartnäs församling som kapellag/bruksförsamling i Svärdsjö församling som 1919 blev kapellförsamling. Den 25 januari 1924 blev Svartnäs annexförsamling samt egen jordebokssocknen (Wikipedia).";"Dalarna";"parish";"socken";"60,77585";"16,03078";"24979";"16,38655";"15,57298";"61,00564";"60,65073"
"16594";"Säfsnäs";"Nås Södra Finnmark";"Säfsnäs socken bildades 1798 genom en utbrytning ur Nås socken, efter att ha varit kapellag där från 1748. Säfsnäs blev egen jordebokssocken enligt beslut den 30 juni 1885 då den utbröts från Nås jordebok (Wikipedia).";"Dalarna";"parish";"socken";"60,13922";"14,43972";"22152";"14,72323";"14,14326";"60,26767";"59,99981"
"16595";"Särna";\N;"Socknen var mellan 24 december 1645 och 12 december 1651 en del av Älvdalens socken (Wikipedia).";"Dalarna";"parish";"socken";"61,65002";"13,00675";"48383";"13,65468";"12,1899";"61,94754";"61,35649"
"16596";"Säter";"Dalsby fjärding, Säther";"Säters socken utbröts 1636 ur Stora Tuna socken under namnet Dalsby fjärdings socken som senast 1638 namnändrades till Säters socken. Församlingen hade varit ett kapellag sedan 1500-talet. 1642 utbröts Säters stad och Säters stadsförsamling (Wikipedia). Säters stad räknas här som en del av Säters socken.";"Dalarna";"parish";"socken";"60,30886";"15,71809";"10587";"15,84676";"15,61763";"60,3957";"60,21894"
"16597";"Söderbärke";"Söderberke";"1708 utbröts Malingsbo socken (Wikipedia). 1940 överfördes Årnebodelen av Kottarstäkten från Norbergs socken i Västmanlands län till Söderbärke socken, 1941 överfört Ulvsbo från Söderbärke socken till Västanfors socken i Västmanlands län (Wikipedia).";"Dalarna";"parish";"socken";"60,07035";"15,5924";"17983";"15,80156";"15,22849";"60,23193";"59,85475"
"16598";"Torsång";"Thorsång";\N;"Dalarna";"parish";"socken";"60,48716";"15,60478";"18966";"15,70377";"15,5274";"60,54333";"60,4364"
"16599";"Transtrand";\N;"Transtrands socken bildades genom en utbrytning ur Lima socken, på 1500-talet som ett kapellag. I jordeboken låg Transtrand under Lima socken ända fram till beslutet den 26 oktober 1888, då Transtrand utbröts för att bli en separat jordebokssocken (Wikipedia).";"Dalarna";"parish";"socken";"61,23747";"13,16466";"31885";"13,54261";"12,79784";"61,52209";"61,02298"
"16600";"Venjan";"Wenjan";"Venjans församling bildades 9 december 1607 genom en utbrytning ur Mora församling (Wikipedia).";"Dalarna";"parish";"socken";"60,89182";"13,89532";\N;"14,30136";"13,54261";"61,06103";"60,66424"
"16601";"Vika";"Hosjö, Wika";"Under 1300-talet utbröts Hosjö församling (Wikipedia). Hosjö räknas här som en del av Vika socken.";"Dalarna";"parish";"socken";"60,54336";"15,81298";"19240";"16,13595";"15,64895";"60,61695";"60,45222"
"16602";"Våmhus";\N;"Våmhus församling bildades 1636 genom en utbrytning ur Mora församling. I jordeboken låg Våmhus under Mora socken ända fram till beslutet den 26 oktober 1888, då Våmhus utbröts för att bli en separat jordebokssocken (Wikipedia).";"Dalarna";"parish";"socken";"61,20399";"14,35911";"41374";"14,55102";"13,97964";"61,62135";"61,08343"
"16603";"Ål";"Åhl";" 1386 utbröts Gagnefs socken och 1607 utbröts Bjursås socken (Wikipedia).";"Dalarna";"parish";"socken";"60,66499";"15,23053";"12223";"15,42641";"15,02011";"60,71672";"60,61843"
"16604";"Älvdalen";"Elfdalen, Åsen, Evertsberg";"Mellan 24 december 1645 och 12 december 1651 ingick Särna församling (med Idre) i denna församling. Församlingen var till 1977 uppdelad i tre kyrkobokföringsdistrikt: Älvdalens kbfd (203902) och Evertsbergs kbfd (203901), från 3 februari 1922, och Åsens kbfd (203903) från 6 april 1923 (Wikipedia). Åsen och Evertsberg räknas här som en del av Älvdalen socken. Torrvedaåsen och Längbodåsen delen av socknen ligger i Landskapet Härjedalen.";"Dalarna";"parish";"socken";"61,33253";"13,75334";"41134";"14,3546";"13,17508";"61,65577";"61,03148"
"16605";"Äppelbo";\N;"1815 överfördes till Rämmens socken i Värmlands län områdena Höksjön och Skärfjällen (Wikipedia).";"Dalarna";"parish";"socken";"60,4032";"14,01865";"20591";"14,14973";"13,89973";"60,58702";"60,22829"
"24701";"";\N;\N;"Dalsland";"";"";\N;\N;\N;\N;\N;\N;\N
"16606";"Bolstad";\N;"Härad: Bolstad";"Dalsland";"parish";"socken";"58,57445";"12,58043";"13175";"12,64584";"12,36551";"58,62802";"58,51886"
"16607";"Brålanda";"Bralanda";"Härad: Sundal";"Dalsland";"parish";"socken";"58,54933";"12,34541";"8042";"12,43239";"12,25816";"58,61282";"58,49498"
"16608";"Bäcke";"Becke";"Härad: Vedbo";"Dalsland";"parish";"socken";"58,79806";"12,1988";"5458";"12,26329";"12,13325";"58,8391";"58,74903"
"16609";"Dals-Ed";"Ed, Västra Ed, Vestra Ed";"Härad: Vedbo";"Dalsland";"parish";"socken";"58,94928";"11,89423";"17067";"12,10129";"11,71054";"59,06298";"58,83445"
"16610";"Dalskog";\N;"Härad: Nordal";"Dalsland";"parish";"socken";"58,78114";"12,29518";"9426";"12,39103";"12,1893";"58,85363";"58,70662"
"16611";"Edsleskog";"Hässelskog, Hesselskog ";"Härad: Tössbo";"Dalsland";"parish";"socken";"59,06649";"12,49472";"8624";"12,59512";"12,40232";"59,13223";"58,99942"
"16612";"Erikstad";"Ericstade";"Härad: Sundal";"Dalsland";"parish";"socken";"58,61838";"12,40688";"5532";"12,47373";"12,32639";"58,65257";"58,58553"
"16613";"Frändefors";"Frendefors, Frändäfors";"Härad: Sundal";"Dalsland";"parish";"socken";"58,45779";"12,22211";"11232";"12,38185";"12,07124";"58,54951";"58,37966"
"16614";"Fröskog";\N;"Härad: Tössbo";"Dalsland";"parish";"socken";"58,96809";"12,48377";"5701";"12,57256";"12,40821";"59,01029";"58,92071"
"16615";"Färgelanda";"Fergelanda, Ferjlandiae";"Härad: Valbo";"Dalsland";"parish";"socken";"58,58236";"11,98293";"8997";"12,13397";"11,84403";"58,63642";"58,53755"
"16616";"Gestad";\N;"Härad: Sundal";"Dalsland";"parish";"socken";"58,49174";"12,44258";"11459";"12,56889";"12,34108";"58,58288";"58,41566"
"16617";"Gesäter";"Gäsetter";"Härad: Vedbo";"Dalsland";"parish";"socken";"58,78674";"11,83437";"4431";"11,88049";"11,78133";"58,82596";"58,74907"
"16618";"Grinstad";\N;"Härad: Sundal";"Dalsland";"parish";"socken";"58,64201";"12,5854";"8403";"12,6996";"12,44187";"58,68503";"58,5956"
"16619";"Gunnarsnäs";\N;"Härad: Nordal";"Dalsland";"parish";"socken";"58,72398";"12,3731";"4595";"12,42427";"12,3101";"58,76179";"58,69551"
"16620";"Holm";"Mellerud";"Melleruds köping bildades 1908 genom en utbrytning ur Holms landskommun (Wikipedia). Här räknas Melleruds köping som en del av Holms socken. Härad: Nordal";"Dalsland";"parish";"socken";"58,72416";"12,47561";"9963";"12,57658";"12,38394";"58,77863";"58,64605"
"16621";"Håbol";\N;"Härad: Vedbo";"Dalsland";"parish";"socken";"58,9929";"12,01731";"9993";"12,14947";"11,88988";"59,08121";"58,91442"
"16622";"Högsäter";\N;"Härad: Valbo";"Dalsland";"parish";"socken";"58,64985";"12,06377";"10110";"12,20779";"11,89701";"58,71037";"58,6005"
"16623";"Järbo";"Järboda, Jernboda, Jerbo, Jerboda";"Härad: Valbo";"Dalsland";"parish";"socken";"58,73106";"12,13642";"7886";"12,22432";"12,04361";"58,79757";"58,6707"
